04,28,06,00,67.496
04,28,06,01,66.595
04,28,06,02,66.595
04,28,06,03,65.693
04,28,06,04,66.595
04,28,06,05,64.792
04,28,06,06,60.282
04,28,06,07,59.379
04,28,06,08,60.282
04,28,06,09,65.693
04,28,06,10,67.496
04,28,06,11,76.504
04,28,06,12,76.504
04,28,06,13,78.304
04,28,06,14,75.604
04,28,06,15,70.2
04,28,06,16,72.902
04,28,06,17,77.404
04,28,06,18,76.504
04,28,06,19,53.963
04,28,06,20,63.89
04,28,06,21,62.988
04,28,06,22,62.988
04,28,06,23,62.086
04,29,06,00,62.086
04,29,06,01,60.282
04,29,06,02,59.379
04,29,06,03,58.477
04,29,06,04,57.574
04,29,06,05,56.672
04,29,06,06,55.769
04,29,06,07,56.672
04,29,06,08,63.89
04,29,06,09,69.299
04,29,06,10,71.101
04,29,06,11,74.704
04,29,06,12,81.004
04,29,06,13,81.004
04,29,06,14,82.803
04,29,06,15,82.803
04,29,06,16,79.204
04,29,06,17,80.104
04,29,06,18,74.704
04,29,06,19,69.299
04,29,06,20,62.988
04,29,06,21,60.282
04,29,06,22,58.477
04,29,06,23,56.672
04,30,06,00,54.866
04,30,06,01,53.06
04,30,06,02,51.254
04,30,06,03,51.254
04,30,06,04,49.447
04,30,06,05,49.447
04,30,06,06,46.735
04,30,06,07,54.866
04,30,06,08,62.086
04,30,06,09,84.602
04,30,06,10,76.504
04,30,06,11,79.204
04,30,06,12,87.299
04,30,06,13,96.283
04,30,06,14,94.487
04,30,06,15,86.4
04,30,06,16,81.004
04,30,06,17,82.803
04,30,06,18,78.304
04,30,06,19,62.988
04,30,06,20,44.023
04,30,06,21,53.963
04,30,06,22,53.06
04,30,06,23,52.157
05,01,06,00,51.254
05,01,06,01,50.35
05,01,06,02,49.447
05,01,06,03,48.543
05,01,06,04,47.639
05,01,06,05,46.735
05,01,06,06,44.023
05,01,06,07,63.89
05,01,06,08,65.693
05,01,06,09,72.902
05,01,06,10,73.803
05,01,06,11,81.904
05,01,06,12,79.204
05,01,06,13,80.104
05,01,06,14,82.803
05,01,06,15,85.501
05,01,06,16,82.803
05,01,06,17,77.404
05,01,06,18,74.704
05,01,06,19,62.988
05,01,06,20,57.574
05,01,06,21,53.06
05,01,06,22,51.254
05,01,06,23,49.447
05,02,06,00,47.639
05,02,06,01,46.735
05,02,06,02,46.735
05,02,06,03,45.831
05,02,06,04,45.831
05,02,06,05,39.5
05,02,06,06,41.31
05,02,06,07,61.184
05,02,06,08,70.2
05,02,06,09,72.902
05,02,06,10,69.299
05,02,06,11,93.589
05,02,06,12,89.097
05,02,06,13,81.004
05,02,06,14,87.299
05,02,06,15,87.299
05,02,06,16,83.703
05,02,06,17,78.304
05,02,06,18,65.693
05,02,06,19,60.282
05,02,06,20,59.379
05,02,06,21,59.379
05,02,06,22,58.477
05,02,06,23,58.477
05,03,06,00,57.574
05,03,06,01,57.574
05,03,06,02,56.672
05,03,06,03,56.672
05,03,06,04,56.672
05,03,06,05,58.477
05,03,06,06,59.379
05,03,06,07,68.397
05,03,06,08,112.425
